activeaddresses,adjustedtxvolume,averagedifficulty,blockcount,blocksize,exchangevolume,fees,generatedcoins,marketcap,medianfee,mediantxvalue,paymentcount,price,txcount,txvolume,date
273425,535372081,3220980465071922,6007,141297601,1502960000,448,20437,20156971637,0,0,260489,198,561611,535372081,9 Sep 2018
250195,560128367,3197340149390744,6002,133946969,1568900000,512,20245,20194273183,0,0,248044,198,557317,560128367,10 Sep 2018
250192,789882307,3133091795265986,6043,145832808,1874850000,520,20403,18898335892,0,0,258962,185,570673,789882307,11 Sep 2018
266721,494880046,3049956018454071,6004,144342373,2330720000,536,20423,18724996952,0,0,264723,184,555753,494880046,12 Sep 2018
241300,513765995,3142743480649868,6066,159592770,2232190000,392,20432,21684171660,0,0,242080,213,514394,513765995,13 Sep 2018
210965,329423461,3146684914059946,6051,156163251,1670490000,385,20437,21397334937,0,0,210294,210,479695,329423461,14 Sep 2018
209730,296968490,3129494677715775,6113,166179667,1502260000,370,20509,22726174343,0,0,203708,223,458432,296968490,15 Sep 2018
254632,476426126,3140086572915643,6080,157588581,2019910000,442,20476,22605798651,0,0,241181,222,553720,476426126,16 Sep 2018
225908,390605011,3178891797124400,5967,156194415,1800640000,543,20182,20112274008,0,0,224322,197,500513,390605011,17 Sep 2018
217447,376563696,3170660093786085,6123,122608861,1733330000,698,20549,21379291461,0,1,240308,209,507255,376563696,18 Sep 2018
234016,442537322,3176542287149020,6014,145802634,1782070000,495,20424,21467483356,0,1,239757,210,498146,442537322,19 Sep 2018
246239,758710594,3112105439760298,6084,159668470,2836200000,680,20719,22999618130,0,3,268053,225,544686,758710594,20 Sep 2018
217764,419292630,3278089829625518,6038,151077283,1921820000,419,20322,25259772083,0,1,220613,247,470309,419292630,21 Sep 2018
215113,371972223,3248982293309663,6080,156625559,1693470000,370,20322,24616171928,0,0,211285,241,468627,371972223,22 Sep 2018
217868,507134803,3264681985220767,6075,174276721,1748740000,679,20342,25014414743,0,1,219279,245,480337,507134803,23 Sep 2018
230533,470166635,3222555356225445,6113,172456307,2120360000,515,20418,23332847269,0,1,235617,228,519108,470166635,24 Sep 2018
215166,464185909,3283669089024993,6112,181786029,1756100000,535,20603,22347341093,0,1,227359,219,493507,464185909,25 Sep 2018
235020,401032725,3276765282396290,6081,179252393,2030320000,570,20514,22024367121,0,2,237501,215,504047,401032725,26 Sep 2018
237296,420196698,3285646830195358,6098,171156020,2018120000,621,20415,23419168599,0,2,240680,229,500407,420196698,27 Sep 2018
201919,340227744,3265762713994653,6095,124506705,2208720000,662,20240,22674457625,0,2,203006,222,434315,340227744,28 Sep 2018
231316,333340410,3260160751341616,6114,145793056,1765560000,522,20511,23662327450,0,1,225678,231,479351,333340410,29 Sep 2018
222642,327751126,3240652601422794,6095,149896751,1597500000,612,20302,23860383795,0,1,220008,233,476308,327751126,30 Sep 2018
219856,280175440,3211925078735581,6180,148979852,1542080000,646,20514,23648538352,0,0,214714,231,490262,280175440,1 Oct 2018
259693,402749306,3226085186423429,6075,130142896,1683930000,445,20293,23172999410,0,0,230837,226,559006,402749306,2 Oct 2018
269797,385579142,3261753458926592,6146,139236168,1479500000,441,20372,22567386601,0,0,245847,220,559181,385579142,3 Oct 2018
285832,377926618,3277001275785446,6099,127159907,1547330000,430,20177,22758489564,0,0,251591,222,595361,377926618,4 Oct 2018
284750,267972513,3252608506128733,6222,109566965,1505070000,291,20492,23303676389,0,0,265479,228,596865,267972513,5 Oct 2018
231585,240300635,3275289114565479,6241,96121905,1470480000,314,20521,23092114682,0,0,215643,225,497767,240300635,6 Oct 2018
251483,401059846,3311602077646795,6179,105264175,1470740000,431,20425,23206947922,0,0,236715,227,542842,401059846,7 Oct 2018
255081,361058088,3289361288763968,6149,112188265,1405130000,387,20353,23539170426,0,0,216626,230,537028,361058088,8 Oct 2018
246000,387803953,3294910495257800,6168,104033046,1384040000,448,20362,23329324042,0,0,226089,228,516772,387803953,9 Oct 2018
260509,771323592,3219699284376288,6143,111592995,2167620000,472,20485,23127920091,0,0,243204,226,570525,771323592,10 Oct 2018
255526,431836681,3237208572171561,6170,124643546,1487900000,618,20384,19348849609,0,0,223000,189,562140,431836681,11 Oct 2018
252755,256209351,3196433112526611,6176,106962595,1167610000,341,20437,20137639443,0,0,217205,196,541797,256209351,12 Oct 2018
237994,253480150,3220776039519707,6182,94228890,1169260000,296,20461,20482607952,0,0,203419,200,511719,253480150,13 Oct 2018
268107,751102087,3215462336329751,6095,107153415,2865830000,410,20317,20034100883,0,0,248781,195,562011,751102087,14 Oct 2018
276792,538804854,3205597182439022,6114,107881069,1532280000,352,20381,21511256921,0,0,250671,210,575450,538804854,15 Oct 2018
283208,444476442,3189854172662095,6130,108888589,1444130000,383,20397,21576398640,0,0,249995,210,580354,444476442,16 Oct 2018
269712,535927617,3237578316538163,6142,109136645,1365860000,363,20439,21291103000,0,0,245004,207,565791,535927617,17 Oct 2018
264053,399436270,3213605312716169,6065,112470618,1264480000,415,20294,20869716153,0,0,234777,203,601119,399436270,18 Oct 2018
255541,318550794,3157205682243966,6158,97001285,1238780000,366,20450,20899859118,0,0,231475,204,534080,318550794,19 Oct 2018
244529,432292940,3128314975529842,6124,98694145,1190300000,332,20355,21097310359,0,0,207553,205,508014,432292940,20 Oct 2018
284591,364251663,3114618582178054,6065,118695553,1328980000,400,20251,21079072981,0,0,245202,205,577314,364251663,21 Oct 2018
271428,381208605,3099870696459611,6168,108661000,1237490000,407,20576,20964299914,0,0,244347,204,556231,381208605,22 Oct 2018
273467,381393397,3147334568741934,6124,126564501,1102220000,471,20383,20980381281,0,1,253199,204,532709,381393397,23 Oct 2018
260626,500350474,3122254942834319,6123,133964757,1102900000,543,20247,20957477041,0,0,247801,204,537236,500350474,24 Oct 2018
269456,392399270,3064792686284132,6122,123138046,1161310000,481,20500,20804340300,0,0,252383,202,551218,392399270,25 Oct 2018
245068,227076205,3127761285103648,6100,92805166,1084810000,353,20245,20913439417,0,0,211461,203,499165,227076205,26 Oct 2018
247334,227953011,3096523016005620,6137,95577302,1139140000,333,20309,21035449637,0,0,221942,205,509862,227953011,27 Oct 2018
293855,448923209,3051838461850399,6111,120260852,1517230000,427,20396,21107610088,0,0,271592,205,614695,448923209,28 Oct 2018
302837,357608385,3099489581851619,6043,115319381,1363500000,423,20171,20291536653,0,0,262228,197,608397,357608385,29 Oct 2018
295977,405339150,3108431034817081,6157,110007579,1442380000,423,20505,20342416908,0,0,261009,198,585707,405339150,30 Oct 2018
274529,350464542,3061598024724658,6069,109763750,1336700000,407,20239,20335192702,0,0,253689,198,589096,350464542,31 Oct 2018
239952,415557861,3004502036147236,6069,104183397,1451870000,444,20140,20487739444,0,0,235002,199,548534,415557861,1 Nov 2018
231301,241844282,3000830845968392,6119,96680956,1307150000,397,20180,20672077802,0,0,218620,201,505015,241844282,2 Nov 2018
238197,337064885,3033495071535473,6109,97059819,1749300000,353,20283,20616428718,0,0,214515,200,510848,337064885,3 Nov 2018
264179,532158859,2989387615286568,6075,106688788,1613510000,503,20394,21335981889,0,0,257958,207,582354,532158859,4 Nov 2018
253402,443246149,3013425086775902,6064,114570828,1856940000,509,20252,21522997616,0,0,253421,209,597166,443246149,5 Nov 2018
239803,516493080,3002738385682884,6144,109335876,1927830000,468,20481,22560768202,0,0,243378,219,564602,516493080,6 Nov 2018
234636,433967638,3062212840481325,6066,111487489,1769080000,548,20233,22403150216,0,0,238875,217,555392,433967638,7 Nov 2018
259703,386193953,3003136497103071,6091,106404819,1554750000,411,20247,21857291427,0,0,251731,212,547848,386193953,8 Nov 2018
240779,252190051,2999300885192616,6113,100102037,1377760000,298,20416,21653195233,0,0,214599,210,489120,252190051,9 Nov 2018
265502,259987144,3082395116871372,6121,104633209,1501600000,277,20310,21916049105,0,0,230079,212,527799,259987144,10 Nov 2018
262679,424809759,3007847392320443,6171,113664810,1452380000,443,20310,21820085620,0,0,252931,212,571162,424809759,11 Nov 2018
250432,402728229,3032519178181897,6095,107890716,1610260000,478,20272,21683828109,0,0,243153,210,553590,402728229,12 Nov 2018
259729,699575315,3062799395857059,6071,114327476,2595330000,578,20119,21314525337,0,0,266983,207,582181,699575315,13 Nov 2018
250765,662622877,3069794606956747,6073,107165038,2638410000,629,20007,18776172150,0,1,260726,182,563051,662622877,14 Nov 2018
241015,461254602,3089011750715953,6182,105713694,2015330000,544,20279,18673610380,0,0,239878,181,552107,461254602,15 Nov 2018
221405,267010321,3013972959092231,6112,94753394,1832800000,408,20020,18108662988,0,0,214800,175,505581,267010321,16 Nov 2018
216844,371614854,2991785921061280,6159,90417923,1810920000,460,20209,17989922626,0,0,203222,174,484801,371614854,17 Nov 2018
292341,990012965,2996308598761106,5999,113991351,2745160000,633,19914,18303000200,0,1,299988,177,622942,990012965,18 Nov 2018
266499,1015683929,2925334600717718,6028,119089570,3134410000,651,20016,15375705041,0,0,284536,149,625752,1015683929,19 Nov 2018
235547,565494326,2789702882290255,6136,110156495,2685930000,527,20227,13552816225,0,0,245982,131,579531,565494326,20 Nov 2018
230274,396366785,2756727218807632,6063,107865091,1792150000,502,19936,14140966602,0,0,234537,137,568895,396366785,21 Nov 2018
230963,453021655,2764589515424482,6119,108058211,1998010000,528,20121,13069568659,0,0,239484,126,559992,453021655,22 Nov 2018
205018,327922583,2757046779590146,6119,95569180,1800960000,461,20006,12750345333,0,0,207013,123,497091,327922583,23 Nov 2018
223132,522925439,2707010252063751,6154,101613651,2466750000,530,20019,11700527896,0,0,235352,113,529038,522925439,24 Nov 2018
235606,457056386,2694691428729924,6071,104756173,2139490000,521,20047,12035412540,0,0,237836,116,557388,457056386,25 Nov 2018
224851,364547043,2516274193303255,5995,107362807,2320010000,484,19749,11164939660,0,0,238447,108,565825,364547043,26 Nov 2018
249354,427791717,2399785635667587,6026,119897986,2673470000,645,19893,11403855940,0,0,260279,110,622580,427791717,27 Nov 2018
221154,493395810,2419083794819300,6121,109042091,2196099151,737,20100,12702455113,0,0,235499,123,555591,493395810,28 Nov 2018
236867,2074488777,2425633227354397,6046,112708956,2020748396,890,19922,12188176999,0,0,239961,118,599039,2074488777,29 Nov 2018
216396,1776947338,2512706229100880,6057,98505306,2131475768,586,19763,11741562095,0,0,213308,113,525757,1776947338,30 Nov 2018
208557,186059896,2425443086725427,6061,92625715,1856199149,514,19630,12248470105,0,0,208283,118,492410,186059896,1 Dec 2018
223147,305036945,2421792604186906,6033,108728366,1772756193,600,19598,12054578438,0,0,233592,116,548100,305036945,2 Dec 2018
217978,278003040,2466816920214567,6039,108534206,1748116495,609,19661,11272530047,0,0,228995,109,565202,278003040,3 Dec 2018
235787,363016280,2399104010082633,6017,114099860,1990157607,652,19708,11433330128,0,0,240534,110,595937,363016280,4 Dec 2018
232182,470904578,2443511423464527,6056,116060115,2310716932,504,19742,10618376543,0,0,245179,102,590923,470904578,5 Dec 2018
246292,545702025,2360514415848520,5972,109905493,2554304530,492,19491,9501162088,0,0,263944,92,572417,545702025,6 Dec 2018
259984,295828404,2309158760154967,6023,104327823,1855759401,351,19540,9684930376,0,0,255773,93,552651,295828404,7 Dec 2018
229164,245704187,2289042591113722,6097,102889275,1875567180,341,19577,9544931805,0,0,226918,92,507555,245704187,8 Dec 2018
254918,262848224,2359598295442062,6176,112379796,1756437577,404,20028,9852082580,0,0,253921,95,555379,262848224,9 Dec 2018
221499,265229403,2350544392253284,5984,106055929,1707497898,385,19360,9500126267,0,0,220885,92,536006,265229403,10 Dec 2018
222635,239835015,2258098227396557,6076,101319325,1533050103,369,19606,9194589923,0,0,220506,89,533920,239835015,11 Dec 2018
224604,295859061,2219036998826302,6097,107558969,1754475622,437,19764,9408681540,0,0,231766,91,565689,295859061,12 Dec 2018
225716,267778880,2216544178961867,6014,112312451,1651491877,588,19413,8992020919,0,0,239190,87,567306,267778880,13 Dec 2018
232085,169586258,2222301523650903,6115,102710251,1496176898,339,19814,8750026777,0,0,237481,84,551916,169586258,14 Dec 2018
235004,163741267,2222616642203209,6039,95892838,1565817037,309,19526,8771532146,0,0,235766,84,516697,163741267,15 Dec 2018
236332,335183148,2241415641433944,5891,111274382,2101453024,393,19066,8867795161,0,0,240809,85,570051,335183148,16 Dec 2018
223394,367292721,2219953418650661,5861,115295662,2277514076,662,18869,9880016405,0,0,234419,95,556320,367292721,17 Dec 2018
245096,518636857,2254504732011712,5849,114808136,2456482115,450,18796,10564013309,0,0,260509,102,597824,518636857,18 Dec 2018
246085,551725935,2241346879022306,5853,114650771,3063842618,446,18806,10504482929,0,0,258282,101,602429,551725935,19 Dec 2018
241998,616521541,2263365004345385,5837,114766451,2632539990,425,18830,12039275076,0,0,251173,116,606526,616521541,20 Dec 2018
202437,316505788,2267410862086375,5925,98432753,2338772939,326,19038,11378629171,0,0,209202,109,495551,316505788,21 Dec 2018
227783,403800706,2300951669671214,5865,101422530,3579715061,362,18869,12192320519,0,0,242279,117,543655,403800706,22 Dec 2018
252831,590801662,2386131983288240,5927,112906514,4370343387,441,19045,13585160761,0,0,270178,131,615551,590801662,23 Dec 2018
227287,374432721,2456450188200994,5967,98183178,3298280609,439,19079,14665877926,0,0,235851,141,535001,374432721,24 Dec 2018
233171,303907939,2526466171406487,5961,110240420,2720469126,507,19244,13511887621,0,0,235482,130,560047,303907939,25 Dec 2018
238362,436268974,2498949194711736,5893,103505570,2612804378,339,18936,13725533932,0,0,233443,132,548411,436268974,26 Dec 2018
248361,390977611,2451909893634190,5907,105795350,3130201009,364,18980,12165168176,0,0,244449,117,572189,390977611,27 Dec 2018
242318,566632911,2438650420454265,5960,100827042,3169029972,321,19155,14412635399,0,0,240887,138,543746,566632911,28 Dec 2018
207807,254118804,2493085723019279,5886,85611940,2660086834,565,18847,14327912908,0,0,205245,138,460395,254118804,29 Dec 2018
226012,333245861,2504221630111061,5921,97712799,2358360234,332,19001,14580294574,0,0,212294,140,522040,333245861,30 Dec 2018
